               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,metrics/drivable_fallback_mAP,metrics/sidewalk_mAP,metrics/non_drivable_fallback_mAP,  metrics/person_mAP,   metrics/rider_mAP,    metrics/road_mAP,metrics/drivable_fallback_mAP_50,metrics/sidewalk_mAP_50,metrics/non_drivable_fallback_mAP_50,metrics/person_mAP_50,metrics/rider_mAP_50, metrics/road_mAP_50
                   0,            0.093072,            0.067441,            0.051355,             0.47594,             0.36416,             0.32237,             0.14249,            0.085127,            0.037189,            0.041777,            0.070341,           0.0032955,           0.0032955,           0.0050003,            0.038948,             0.28938,             0.26085,             0.25149,           0.0092763,            0.019694,             0.13632,             0.61853,             0.52775,             0.59167,            0.040249
